title,month(cout),day(cout),hour(cout),minute(cout),month(cin),day(cin),hour(cin),minute(cin),deweyClass,"TIMESTAMPDIFF(DAY,cout,cin)"
"Dancing for kids",1,25,11,5,2,7,14,20,792.80833,13
"crown and the sceptre a story from Arabia",1,24,18,47,2,7,14,21,398.22,13
"Signing time Series 2 volume 4 My favorite season",1,12,13,40,2,7,14,21,419.7,26
"Merlin and the dragons a story from Wales",1,24,18,47,2,7,14,21,398.20942,13
"Preschool fun Planets dinosaurs",1,29,13,59,2,7,14,22,523.4,9
Cat,1,23,17,15,2,7,14,31,599.75,14
"magic school bus Super sports fun",1,23,17,15,2,7,14,31,530,14
Fractions,2,5,13,26,2,7,14,31,513.26,2
"Why dragonfly Whats up with the moon",1,23,17,15,2,7,14,31,523.3,14
"potty movie for boys starring Henry",1,19,12,40,2,7,15,11,649.62,19
"Dance with the animals",1,28,12,4,2,7,15,32,500,10
"Ready for beginning math",2,3,15,13,2,7,15,46,372.7049,4
"Arctic tale",1,28,12,4,2,7,15,47,599.786,10
"Animal atlas Fun on the farm",1,28,12,4,2,7,15,47,630.68,10
"Que duermas bien Sweet dreams",1,4,14,25,2,7,15,53,468.34,34
Life,2,2,16,28,2,7,15,54,570,4
"Arctic tale",1,31,16,47,2,7,16,13,599.786,6
"Baby signing time Volume 4 Lets be friends",1,26,11,42,2,7,16,20,419,12
"Baby signing time Volume 2",1,26,11,42,2,7,16,23,419,12
"Signing time Volume 10 My day",1,26,11,42,2,7,16,26,419.7,12
"Signing time Volume 12 Time to eat",1,26,11,42,2,7,16,26,419.7,12
"All about health hygiene",2,1,16,48,2,7,16,52,613.0432,6
Seashore,2,1,16,48,2,7,16,52,578.7699,6
"Rock n learn Life science",2,1,16,48,2,7,16,52,570,6
"I spy A rockin bronco and other stories",2,1,16,48,2,7,16,53,793.735,6
Israel,2,1,16,49,2,7,16,53,956.94,6
"Jazz class for kids",1,15,17,47,2,7,17,4,793.3,22
"Families of Costa Rica",1,23,14,32,2,7,17,19,972.86,15
"All about health hygiene",1,24,12,37,2,7,17,22,613.0432,14
"Mighty machines Mega machines",2,6,16,48,2,7,17,37,629.225,1
"Families of Thailand",1,31,16,59,2,7,17,41,959.3,7
"French Disc 6 I can count",1,5,11,19,2,7,17,45,448.3421,33
"Japanese Disc 1 Eating and drinking",2,1,10,20,2,7,17,47,495.68342,6
"Wiggles Hot poppin popcorn",1,24,17,48,2,7,17,53,782.42083,14
"American Sign Language for kids Beginner level 1 volume 1",1,28,18,0,2,7,17,53,419.7,9
"Spanish for kids Beginner level 1 volume 2",1,28,17,32,2,7,17,59,468.3421,10
"Spanish for kids Beginner level 1 volume 1",1,28,17,32,2,7,17,59,468.3421,10
MicroCosmos,1,26,17,14,2,7,18,23,595.7,12
"Rock n learn Letter sounds",1,2,18,10,2,7,18,33,372.465,36
"Creepy creatures",2,2,13,23,2,7,18,44,590,5
"One wee world celebrates Mexico",1,29,15,51,2,7,18,56,972,9
"March on the day my brother Martin changed the world and more stories about African American history",1,12,10,16,2,7,19,5,973.0496,26
"Shanti Generation yoga skills for youth peacemakers",1,26,14,37,2,7,19,28,613.7046,12
"Whats in the Bible 2 Let my people go",1,23,14,42,2,7,19,29,222.12,15
"Activity TV Cooking snacks",2,7,17,38,2,7,19,56,641.5123,0
"French Disc 6 I can count",1,29,11,24,2,8,10,6,448.3421,9
"Signing time Volume 8 The great outdoors",1,29,13,41,2,8,10,41,419.7,9
"Signing time Volume 9 The zoo train",1,29,13,41,2,8,10,41,419.7,9
"Alphabet phonics fun",1,18,12,36,2,8,10,41,411,20
"Ratios proportions percent",1,24,14,36,2,8,12,10,513.24,14
"Lets talk geography maps and globes",2,4,16,18,2,8,12,26,912,3
"art of crochet 4 kids",2,7,11,59,2,8,13,10,746.434,1
Seashore,2,3,14,9,2,8,13,11,578.7699,4
"Civil War and Reconstruction development of the industrial U S the 12th 25th presidents",2,1,11,45,2,8,13,23,973.099,7
"Postwar contemporary United States the 33rd 44th presidents",2,1,11,45,2,8,13,24,973.099,7
"Peep and the big wide world Peep floats",2,2,11,20,2,8,13,27,372.35,6
"Shalom Sesame Volume 6 Be happy its Purim",2,5,18,37,2,8,13,48,296.436,2
"Shalom sesame Volume 11 Monsters in the sukkah",2,5,18,37,2,8,13,48,394.267,2
"Meet the sight words 2",2,5,18,37,2,8,13,48,372.462,2
"Italian Disc 4 In my home",1,13,16,4,2,8,13,52,458.3421,25
"Whats in the Bible 1 In the beginning",1,29,15,40,2,8,14,32,220.61,9
"Whats in the bible Vol 7 Exile and return Ezra Nehemiah Esther",1,29,15,40,2,8,14,38,221.9505,9
"Dropping in on Impressionists",1,25,17,21,2,8,14,54,759.054,13
"All about flight",2,5,18,12,2,8,14,55,629.13,2
"All about solids liquids gases",2,5,18,12,2,8,14,55,530.414,2
"I love toy trains Parts 4 5 6",1,31,19,41,2,8,14,58,625.19,7
"All about earthquakes",2,5,13,14,2,8,14,59,551.22,3
"Peep and the big wide world Peep figures it out",1,25,16,35,2,8,15,2,372.35,13
"potty movie for girls starring Hannah",1,29,12,9,2,8,15,4,649.62,10
"riddle in a bottle",1,25,16,35,2,8,15,8,553.7,13
"Who lives in the sea",1,14,17,18,2,8,15,11,591.77,24
"Sea to shining sea stories of America",1,2,11,53,2,8,15,15,304.873,37
"Rock n learn Phonics easy readers on DVD",1,25,14,52,2,8,15,20,372.465,14
"Preschool fun Letters numbers",1,25,14,52,2,8,15,20,201,14
"Alphabet phonics fun",1,25,14,52,2,8,15,20,411,14
"Meet the phonics Digraphs",1,25,14,53,2,8,15,20,372.465,14
"Rock n learn Letter sounds",1,25,14,53,2,8,15,20,372.465,14
"Funtastic animals dance laugh learn about farm animals wild animals and pets",1,25,14,52,2,8,15,20,590,14
"Wiggles Ukulele baby",2,1,13,23,2,8,15,23,791.42083,7
"Signing time Series 2 volume 3 Move and groove",1,24,12,26,2,8,15,24,419.7,15
"apple for Harriet Tubman",2,1,13,23,2,8,15,25,973.7115,7
"American Sign Language for kids Beginner level 1 volume 1",1,29,13,36,2,8,15,35,419.7,10
"Schoolhouse rock Science",1,20,16,22,2,8,15,39,500,18
"Predator and prey",2,5,14,2,2,8,15,44,591.53,3
Migration,1,28,19,46,2,8,16,4,591.568,10
"Hula for children learn basic hula steps 3 hula songs",2,4,17,32,2,8,16,5,793.31996,3
"Jesus movie",1,25,11,47,2,8,16,26,232.901,14
"world of learning Volume 1",1,26,11,10,2,8,16,27,629.2222,13
"magic school bus Super sports fun",1,25,11,27,2,8,16,34,530,14
"Peep and the big wide world Chirp flies",2,2,15,23,2,8,16,36,372.35,6
"Mister Rogers neighborhood What do you do with the mad that you feel",1,30,15,53,2,8,16,36,152.47,9
Habitats,1,31,15,1,2,8,16,39,577,8
"German for babies toddlers and preschoolers Disc 1 Eating and drinking",1,17,17,0,2,8,16,41,438.3421,21
"Kids can play keyboard",1,30,12,50,2,8,16,51,786.193,9
"Kung fu for kids",1,30,12,50,2,8,16,51,796.8159,9
"Rock n learn Multiplication rap",2,2,11,35,2,8,16,51,513.213,6
"Families of Thailand",1,25,15,37,2,8,17,7,959.3,14
"Elmos potty time",1,31,11,5,2,8,17,11,649.62083,8
"Kids can play guitar",1,15,12,37,2,8,17,29,787.87,24
"Schoolhouse rock Multiplication rock",1,25,16,24,2,8,17,35,513.213,14
"I can fly Part IV Kids African American art",2,4,16,54,2,8,17,42,700.8996,4
"basic math word problem tutor 8 hour video course",1,25,17,27,2,8,17,52,519.076,14
"Amazing North America",1,3,13,1,2,9,10,59,591.97,36
"Lots lots of trains Vol 1 Smokin steam diesel",1,26,15,53,2,9,10,59,625.2,13
"All about natural resources",1,3,13,1,2,9,11,0,553,36
Horse,1,3,13,1,2,9,11,0,636.1,36
"Early start Mandarin Chinese Volume 5 Sports and games",1,26,11,34,2,9,11,5,495.18342,13
Amphibians,1,26,12,34,2,9,11,29,597.8,13
Gravity,1,26,12,34,2,9,11,29,531.14,13
Reptiles,1,26,12,34,2,9,11,29,597.9,13
"Russian for babies toddlers and preschoolers Disc 2 Wake up smiling",1,26,12,43,2,9,11,39,491.78346,13
"Italian Disc 1 Eating and drinking",2,2,11,40,2,9,11,39,458.3421,6
"Russian for babies toddlers and preschoolers Disc 1 Eating and drinking",1,26,12,43,2,9,11,39,491.78346,13
"Russian for babies toddlers and preschoolers Disc 3 Playtime",1,26,12,43,2,9,11,39,491.78346,13
"Mighty machines Lights ladders",2,2,13,52,2,9,11,43,629.224,6
"Activity TV Science",1,19,11,11,2,9,11,49,507.1,21
"Mighty machines Ships ahoy Super machines Ohâ du bateau",1,12,11,39,2,9,11,54,623.82,28
"best of Mighty machines flying racing rolling",1,18,11,3,2,9,12,17,629.225,22
"Mighty machines Ships ahoy Super machines Ohâ du bateau",1,18,11,3,2,9,12,17,623.82,22
"Mighty machines Machines on the job",1,18,11,3,2,9,12,17,621.8,22
"Lets size it up",1,26,11,30,2,9,12,35,742,14
Energy,1,19,12,4,2,9,12,45,531.6,21
"I want to learn sign language Volume 1",1,30,14,17,2,9,12,48,419.7,9
"Signing time Volume 5 ABC signs",1,30,14,17,2,9,12,48,419.7,9
"Predator and prey",2,7,12,11,2,9,12,52,591.53,2
"Wonders down under",1,29,19,7,2,9,12,54,591.994,10
"Popular mechanics for kids Radical rockets and other cool cruising machines",1,31,12,24,2,9,12,56,500,9
"Lots lots of jets and planes Vol 1 Thunder in the skies",1,28,17,56,2,9,12,59,629.13334,11
"I love airplanes",1,28,17,56,2,9,12,59,629.133,11
"Mighty machines Tremendous tools",1,26,15,57,2,9,13,1,621.8,13
"Lots lots of big trains Vol 1 Giant railroad action",1,26,15,57,2,9,13,1,625.2,13
"Baby animals",1,29,19,8,2,9,13,1,599.5,10
"All about John Deere for kids Part 4",1,14,11,31,2,9,13,2,629.225,26
"Predator and prey",2,7,17,8,2,9,13,3,591.53,1
"Critter quest bug out on a backyard safari",1,27,14,34,2,9,13,6,595.7,12
Reptiles,1,29,19,8,2,9,13,6,597.9,10
Claws,1,29,19,8,2,9,13,8,599.75,10
"Go potty go potty training for tiny toddlers",1,22,15,4,2,9,13,17,649.62,17
"Once upon a potty for him",1,29,16,15,2,9,13,17,649.62,10
"I spy A runaway robot and other stories",2,4,10,33,2,9,13,21,793.735,5
"I spy A thing that flings and other stories",1,13,15,6,2,9,13,31,793.735,26
"Sid the science kid Gizmos and gadgets",2,2,11,53,2,9,13,34,621.8,7
Amphibians,2,3,15,23,2,9,13,36,597.8,5
"Loose at the zoo",1,7,19,50,2,9,13,36,590.73,32
"Be the creature The complete first season",2,3,14,46,2,9,13,37,590,5
"Rock n learn Earth science",2,4,14,55,2,9,13,48,550,4
"Endangered extinct animals",2,1,17,0,2,9,13,53,333.9522,7
"Families of Russia",1,17,16,38,2,9,13,53,947.086,22
"Families of Egypt",1,17,16,38,2,9,13,53,962.055,22
Flight,2,1,17,0,2,9,13,53,629.13,7
Nutcracker,1,28,17,5,2,9,13,53,792.842,11
"Fairy dancing",2,2,16,14,2,9,13,53,791.4372,6
"Adventures with dance",1,31,16,15,2,9,13,54,792.8,8
"Multiplication division",2,4,17,17,2,9,13,54,513.213,4
"Swan Lake story a dance fantasy",1,31,16,15,2,9,13,54,792.842,8
"Rock n learn Telling time",1,26,13,15,2,9,13,57,681.113,14
"Critter quest bug out on a backyard safari",1,30,16,52,2,9,13,59,595.7,9
"School house rock Money rock",2,7,18,20,2,9,14,2,332.024,1
"School house rock Election collection",2,7,18,20,2,9,14,2,320.973,1
"Schoolhouse rock America",2,7,18,20,2,9,14,2,973,1
"Rocks and minerals",1,24,16,32,2,9,14,2,552,15
Dinosaurs,2,7,18,20,2,9,14,2,567.9,1
"All about caring for plants",2,7,18,20,2,9,14,2,635.9,1
Seashore,1,25,12,54,2,9,14,2,578.7699,15
Life,1,25,12,54,2,9,14,2,570,15
"School house rock Earth",2,7,18,20,2,9,14,2,333.72,1
"Monkey king wreaks havoc in heaven",1,23,16,30,2,9,14,7,398.20951,16
"Washington DC for kids",1,12,15,0,2,9,14,16,917.53,27
"Baby boost Sing a long",2,5,14,48,2,9,14,22,782.42083,3
"Frau Holle",1,13,16,57,2,9,14,22,398.20943,26
"Baby songs Animals",2,5,14,48,2,9,14,23,782.42083,3
"Funtastic animals dance laugh learn about farm animals wild animals and pets",2,5,14,48,2,9,14,25,590,3
"Sid the science kid Going going green",1,26,14,7,2,9,14,34,791.4575,14
"Families of Israel",2,7,13,37,2,9,14,35,956.54,2
"Germs your health",2,4,16,41,2,9,14,37,616.9041,4
Caves,1,7,13,58,2,9,14,37,551.447,33
"Birds of a feather",2,3,13,47,2,9,14,40,571.8,6
"science of Disney imagineering Designs and models",1,27,15,13,2,9,14,40,620.004,12
"Sleeping beauty",1,12,11,48,2,9,14,48,792.842,28
"Fairy dancing",1,26,12,30,2,9,14,53,791.4372,14
"Jesus movie",2,1,17,13,2,9,14,54,232.901,7
"Predator and prey",2,1,16,38,2,9,14,54,591.53,7
Evolution,1,30,15,58,2,9,14,55,508,9
"Lots lots of jets and planes Vol 3 Jumbo jets in action",1,26,14,35,2,9,14,56,629.13334,14
"Alphabet phonics fun",1,26,16,9,2,9,15,8,411,13
YogaKids,1,30,15,45,2,9,15,9,613.7042,9
"Fun with counting",1,12,12,59,2,9,15,9,513.21,28
Addition,2,2,12,44,2,9,15,9,513.211,7
"All about big machines",1,27,14,10,2,9,15,12,629,13
"Learn Spanish with Carlos Chiquitita Level 1 volume 1",1,28,18,57,2,9,15,13,468.2421,11
Atoms,1,30,15,58,2,9,15,16,539.6,9
"boy who had no story",2,3,15,24,2,9,15,16,398.20941,5
"Wild about safety Timon and Pumbaa Safety smart online",2,7,13,37,2,9,15,16,004.67808,2
"Wild about safety Safety smart goes green",2,7,13,37,2,9,15,16,363.7,2
"Phonics 4 babies Babys first words",1,22,19,40,2,9,15,23,649.68,17
"Hear my world",1,22,19,40,2,9,15,23,612.85,17
"three sisters who fell into the mountain a story from Norway",1,19,13,50,2,9,15,52,398.20948,21
Gravity,2,4,17,17,2,9,16,1,531.14,4
"Rock n learn Life science",2,4,17,16,2,9,16,1,570,4
"Addition subtraction rock",1,13,16,26,2,9,16,6,513.21,26
"Meerkat manor Season one",1,26,12,57,2,9,16,11,599.742,14
"Mighty machines Big wheels rollin",1,2,16,40,2,9,16,14,629.225,37
"All about blood the heart",1,2,16,40,2,9,16,14,612.1,37
"Dirt monsters",1,2,16,40,2,9,16,14,681.76,37
"Human machine Bodyzone",1,2,16,40,2,9,16,14,612,37
"Lots lots of trucks Vol 1 Hard workin trucks",1,2,16,40,2,9,16,21,629.224,37
"Wiggles You make me feel like dancing",2,8,17,45,2,9,16,26,201,0
"Activity TV Cooking snacks",2,8,17,37,2,9,16,26,641.5123,0
"Sleeping beauty",2,3,15,27,2,9,16,30,792.842,6
"Going to school in India",2,8,13,28,2,9,16,40,370.954,1
"Lets talk geography maps and globes",1,26,12,56,2,9,17,3,912,14
"French 1 Eating and drinking",1,28,16,24,2,9,17,9,448.3421,12
Seashore,1,28,11,53,2,9,17,24,578.7699,12
"Jazz class for kids",1,26,12,17,2,9,17,27,793.3,14
"Ready for phonics Level 2",1,18,15,10,2,9,17,27,372.465,22
"Around the world",1,18,15,10,2,9,17,27,305.8,22
"School house rock Money rock",1,16,11,46,2,9,17,31,332.024,24
"School house rock Earth",1,16,11,46,2,9,17,31,333.72,24
"Activity TV Family crafts and gifts",1,29,19,18,2,9,17,32,745.5,10
"Spanish 1 Eating and drinking",1,28,16,24,2,9,17,33,468.3421,12
"best of Mighty machines flying racing rolling",1,26,16,55,2,9,17,45,629.225,14
"Growing up wild Amazing baby animals",1,26,16,55,2,9,17,45,599.139,14
"Baby Einstein Baby Wordsworth first words around the house",1,26,16,55,2,9,17,45,649.68,14
"Building construction cars motorcycles",1,26,16,55,2,9,17,45,629.225,14
"Dropping in on Andy Warhol",1,12,17,42,2,9,17,45,759.13,28
"Grandes hâroes y leyendas de la Biblia Los apÂ¢stoles",1,26,12,15,2,9,17,48,232.95,14
"Lets go to school with Mei Mei",2,3,15,13,2,10,13,20,495.1824,6
"Mandarin Chinese 1 Eating and drinking",2,3,15,13,2,10,13,20,495.13421,6
"Mandarin Chinese Disc 4 In my home",2,3,15,13,2,10,13,20,495.13421,6
"Colors shapes counting",1,27,13,54,2,10,13,21,649.68,13
"Animal atlas Animal passport",2,6,10,28,2,10,13,34,590.96,4
"Polar prowl",1,29,17,23,2,10,13,35,591.70911,11
"little primaballerina ballet training for children",2,4,17,49,2,10,13,40,792.8,5
"Sid the science kid Gizmos and gadgets",1,5,11,13,2,10,13,54,621.8,36
"I love airplanes",1,5,11,13,2,10,13,54,629.133,36
"Whats in the Bible 2 Let my people go",1,12,13,35,2,10,13,55,222.12,29
"Whats in the Bible 2 Let my people go",1,30,13,34,2,10,13,55,222.12,11
"Jesus movie",1,30,13,34,2,10,13,55,232.901,11
"Whats in the Bible 1 In the beginning",1,30,13,34,2,10,13,55,220.61,11
"miracles of Jesus",1,9,12,35,2,10,13,55,232.955,32
"Rock n learn Getting ready for kindergarten",1,9,12,35,2,10,13,55,372.218,32
"Advent calendar on DVD",1,9,12,35,2,10,13,56,242.33,32
"world of learning Volume 1",1,9,12,35,2,10,13,56,629.2222,32
"Zoboomafoo Pets",2,1,10,59,2,10,14,12,590,9
"Phonics 4 babies Colors counting",2,4,16,50,2,10,14,16,649.68,5
"Soccer with Mayte Soccer for girls",2,4,16,50,2,10,14,16,796.3342,5
"Drawing power Vol 4 Safari animal drawing",2,4,16,49,2,10,14,16,743.6,5
"Endangered extinct animals",2,6,18,13,2,10,14,17,333.9522,3
"Tot tap a fun filled introduction to the world of tap dance for kids",1,27,16,32,2,10,14,28,792.78,13
"Rip roaring roller coasters and all access to fun",2,2,13,14,2,10,14,30,791.068,8
"John Deere earth mover action",2,2,13,14,2,10,14,30,629.225,8
"boy who had no story",1,27,16,32,2,10,14,30,398.20941,13
"Ewenn Congar",1,27,16,32,2,10,14,36,398.20944,13
Michelangelo,2,6,15,5,2,10,14,40,759.5,3
"School house rock Election collection",1,27,14,32,2,10,14,45,320.973,14
"emergence of modern America the Great Depression WWII the 26th 32nd presidents",1,30,12,13,2,10,14,56,973.099,11
"Families of Korea",1,26,15,16,2,10,15,7,951.9043,14
Cat,2,2,14,9,2,10,15,14,599.75,8
Multiplication,1,26,12,54,2,10,15,19,513.213,15
"best of The Electric Company",1,31,18,12,2,10,15,20,372.414,9
"Awesome animal builders",2,8,17,3,2,10,15,25,591.564,1
"Italian Disc 1 Eating and drinking",1,29,16,5,2,10,15,38,458.3421,11
"Lets explore the rainforest",1,30,15,16,2,10,15,40,577.34,11
"Eyewitness Planets",1,30,15,16,2,10,15,46,523.4,11
"Mickeys Around the world in 80 days",2,5,13,30,2,10,15,47,372.8,5
"St Patricks Day",1,29,17,51,2,10,15,47,394.262,11
"Martin Luther King Jr",2,6,12,52,2,10,15,52,323.092,4
"magic school bus catches a wave",1,29,19,10,2,10,15,53,553.7,11
"myth of Persephone",1,30,16,39,2,10,16,2,398.20938,10
"Meet the colors",2,6,15,33,2,10,16,3,535.6,4
"Origami alive Vol 2",1,31,18,41,2,10,16,6,736.982,9
"Jim Knoxs Wild Zoofari National Aquarium in Baltimore",1,29,15,42,2,10,16,13,597,12
"Kids love Spanish Volume 3 Family",2,8,16,21,2,10,16,14,468.3421,1
"Vamos a jugar Lets play",2,8,16,21,2,10,16,16,468.3421,1
"Kids love Spanish Volume 4 Food",2,8,16,21,2,10,16,16,468.3421,1
"Kids love Spanish Volume 7 Basic phrases",2,8,16,21,2,10,16,17,468.3421,1
"John Deere action 3",2,3,15,21,2,10,16,18,629.2252,7
"Kid guides Aquariums",2,1,13,44,2,10,16,18,597.073,9
"Families of Costa Rica",1,5,15,31,2,10,16,18,972.86,36
"Ecosystems and biomes",2,5,15,57,2,10,16,18,577.82,5
"riddle in a bottle",2,1,13,44,2,10,16,18,553.7,9
"Environment ecosystems",2,1,15,19,2,10,16,18,577.82,9
"Animal atlas Animal passport",2,1,13,44,2,10,16,19,590.96,9
"Party day",1,23,17,42,2,10,16,19,782.42083,17
"Germs your health",2,1,13,45,2,10,16,20,616.9041,9
"Lots lots of playful penguins and their toe tappin feet",2,1,13,44,2,10,16,22,598.47,9
"Dancing for kids",1,18,15,8,2,10,16,27,792.80833,23
"Between the lions Animal stories 8 stories fun activities",1,18,15,8,2,10,16,27,372.465,23
"Meerkat manor Season one",1,14,14,4,2,10,16,28,599.742,27
"Baby animals",1,23,14,5,2,10,16,42,599.5,18
"Sid the science kid Sid in motion",1,3,15,51,2,10,16,46,500,38
"Sid the science kid Sids backyard campout",1,3,15,51,2,10,16,46,796.54,38
"Elmos potty time",1,26,17,34,2,10,16,49,649.62083,14
"science of Disney imagineering Energy",2,3,14,31,2,10,16,51,530,7
"Shalom Sesame Volume 6 Be happy its Purim",1,25,12,59,2,11,10,14,296.436,16
"Signing time Series 2 volume 8 My house",1,11,10,30,2,11,10,21,419.7,30
"Signing time Series 2 volume 5 Going outside",1,11,10,30,2,11,10,21,419.7,30
"Watch learn French with Professor Toto Part II Professor Totos house",1,28,13,34,2,11,10,29,448.3421,13
"Big fins",2,1,17,0,2,11,10,33,591.77,9
"Predator and prey",2,2,11,45,2,11,11,0,591.53,8
Gravity,1,28,12,33,2,11,11,45,531.14,13
Wind,1,28,12,33,2,11,11,45,621.31,13
"Rocks soil",1,28,12,33,2,11,11,45,552,13
"See my world",1,3,16,8,2,11,12,0,612.84,38
"magic school bus Holiday special",1,28,19,15,2,11,12,33,333.72,13
Erosion,1,29,14,41,2,11,12,36,551.3,12
"All about John Deere for kids the music DVD",2,3,13,8,2,11,12,46,782.42083,7
"Arctic tale",1,5,15,1,2,11,13,1,599.786,36
"Preschool fun Planets dinosaurs",2,7,13,51,2,11,13,29,523.4,3
"My fantastic field trip to the planets",2,7,13,51,2,11,13,29,523.4,3
"How did that get in my lunchbox the story of food",2,8,13,2,2,11,13,43,641.3,3
"French Disc 5 Happy sad and silly",2,8,13,2,2,11,13,43,448.3421,3
"Italian Disc 4 In my home",1,28,14,8,2,11,14,24,458.3421,14
"French Disc 4 In my home",1,28,14,7,2,11,14,24,448.3421,14
"magic school bus Holiday special",1,28,14,7,2,11,14,24,333.72,14
"Families of Thailand",1,26,16,39,2,11,14,28,959.3,15
"Puppytown Growing up",2,5,14,34,2,11,14,44,636.73,6
"Rock mineral",1,29,13,17,2,11,14,44,552.06,13
"Wild about safety Safety smart in the water",1,28,16,0,2,11,14,48,797.0289,13
"Wild about safety Safety smart goes green",1,28,16,0,2,11,14,48,363.7,13
"Families of Panama",2,8,14,48,2,11,14,49,972.87,3
"Swan lake",1,15,12,30,2,11,14,49,792.842,27
"Chased by dinosaurs",2,1,17,12,2,11,14,50,567,9
Bird,2,1,17,12,2,11,14,50,598,9
"Play learn Chinese with Mei Mei 1",1,26,16,14,2,11,14,52,495.1824,15
"All about blood the heart",1,31,15,30,2,11,14,55,612.1,10
"Polar prowl",2,1,17,12,2,11,14,56,591.70911,9
"Ah Quâ Kiko Vol 3",1,26,15,10,2,11,14,56,791.45097,15
"Shakespeare the animated tales Volume 3",1,15,12,18,2,11,14,58,822.33,27
"Human machine Bodyzone",1,31,15,30,2,11,14,59,612,10
"little primaballerina ballet training for children",1,31,15,32,2,11,14,59,792.8,10
"Drumming for kids making the basics fun easy",1,2,15,9,2,11,15,17,786.9193,40
"George Washington first President",1,31,10,57,2,11,15,24,973.41092,11
Monet,1,31,10,57,2,11,15,27,759.4,11
